Province_State,Country_Region,Date,ConfirmedCases,Fatalities
Northern Territory,Australia,2020-05-27,29.0,0.0
Northern Territory,Australia,2020-05-28,29.0,0.0
Northern Territory,Australia,2020-05-29,29.0,0.0
Northern Territory,Australia,2020-05-30,29.0,0.0
Northern Territory,Australia,2020-05-31,29.0,0.0
Northern Territory,Australia,2020-06-01,29.0,0.0
Northern Territory,Australia,2020-06-02,29.0,0.0
Northern Territory,Australia,2020-06-03,29.0,0.0
Northern Territory,Australia,2020-06-04,29.0,0.0
Northern Territory,Australia,2020-06-05,29.0,0.0
Northern Territory,Australia,2020-06-06,29.0,0.0
Northern Territory,Australia,2020-06-07,29.0,0.0
Northern Territory,Australia,2020-06-08,29.0,0.0
Northern Territory,Australia,2020-06-09,29.0,0.0
Northern Territory,Australia,2020-06-10,29.0,0.0
Northern Territory,Australia,2020-06-11,29.0,0.0
Northern Territory,Australia,2020-06-12,29.0,0.0
Northern Territory,Australia,2020-06-13,29.0,0.0
Northern Territory,Australia,2020-06-14,29.0,0.0
Northern Territory,Australia,2020-06-15,29.0,0.0
Northern Territory,Australia,2020-06-16,29.0,0.0
Northern Territory,Australia,2020-06-17,29.0,0.0
Northern Territory,Australia,2020-06-18,29.0,0.0
Northern Territory,Australia,2020-06-19,29.0,0.0
Northern Territory,Australia,2020-06-20,29.0,0.0
Northern Territory,Australia,2020-06-21,29.0,0.0
Northern Territory,Australia,2020-06-22,29.0,0.0
Northern Territory,Australia,2020-06-23,29.0,0.0
Northern Territory,Australia,2020-06-24,29.0,0.0
Northern Territory,Australia,2020-06-25,29.0,0.0
Northern Territory,Australia,2020-06-26,29.0,0.0
Northern Territory,Australia,2020-06-27,29.0,0.0
Northern Territory,Australia,2020-06-28,29.0,0.0
Northern Territory,Australia,2020-06-29,29.0,0.0
Northern Territory,Australia,2020-06-30,29.0,0.0
Northern Territory,Australia,2020-07-01,30.0,0.0
Northern Territory,Australia,2020-07-02,30.0,0.0
Northern Territory,Australia,2020-07-03,30.0,0.0
Northern Territory,Australia,2020-07-04,30.0,0.0
Northern Territory,Australia,2020-07-05,30.0,0.0
Northern Territory,Australia,2020-07-06,30.0,0.0
Northern Territory,Australia,2020-07-07,30.0,0.0
Northern Territory,Australia,2020-07-08,30.0,0.0
Northern Territory,Australia,2020-07-09,31.0,0.0
Northern Territory,Australia,2020-07-10,31.0,0.0
Northern Territory,Australia,2020-07-11,31.0,0.0
Northern Territory,Australia,2020-07-12,31.0,0.0
Northern Territory,Australia,2020-07-13,31.0,0.0
Northern Territory,Australia,2020-07-14,31.0,0.0
Northern Territory,Australia,2020-07-15,31.0,0.0
Northern Territory,Australia,2020-07-16,31.0,0.0
Northern Territory,Australia,2020-07-17,31.0,0.0
Northern Territory,Australia,2020-07-18,31.0,0.0
Northern Territory,Australia,2020-07-19,31.0,0.0
Northern Territory,Australia,2020-07-20,31.0,0.0
Northern Territory,Australia,2020-07-21,31.0,0.0
Northern Territory,Australia,2020-07-22,31.0,0.0
Northern Territory,Australia,2020-07-23,31.0,0.0
Northern Territory,Australia,2020-07-24,31.0,0.0
Northern Territory,Australia,2020-07-25,31.0,0.0
Northern Territory,Australia,2020-07-26,31.0,0.0
Northern Territory,Australia,2020-07-27,31.0,0.0
Northern Territory,Australia,2020-07-28,31.0,0.0
Northern Territory,Australia,2020-07-29,31.0,0.0
Northern Territory,Australia,2020-07-30,31.0,0.0
Northern Territory,Australia,2020-07-31,33.0,0.0
Northern Territory,Australia,2020-08-01,33.0,0.0
Northern Territory,Australia,2020-08-02,33.0,0.0
Northern Territory,Australia,2020-08-03,33.0,0.0
Northern Territory,Australia,2020-08-04,33.0,0.0
Northern Territory,Australia,2020-08-05,33.0,0.0
Northern Territory,Australia,2020-08-06,33.0,0.0
Northern Territory,Australia,2020-08-07,33.0,0.0
Northern Territory,Australia,2020-08-08,33.0,0.0
Northern Territory,Australia,2020-08-09,33.0,0.0
Northern Territory,Australia,2020-08-10,33.0,0.0
Northern Territory,Australia,2020-08-11,33.0,0.0
Northern Territory,Australia,2020-08-12,33.0,0.0
Northern Territory,Australia,2020-08-13,33.0,0.0
Northern Territory,Australia,2020-08-14,33.0,0.0
Northern Territory,Australia,2020-08-15,33.0,0.0
Northern Territory,Australia,2020-08-16,33.0,0.0
Northern Territory,Australia,2020-08-17,33.0,0.0
Northern Territory,Australia,2020-08-18,33.0,0.0
Northern Territory,Australia,2020-08-19,33.0,0.0
Northern Territory,Australia,2020-08-20,33.0,0.0
Northern Territory,Australia,2020-08-21,33.0,0.0
Northern Territory,Australia,2020-08-22,33.0,0.0
Northern Territory,Australia,2020-08-23,33.0,0.0
Northern Territory,Australia,2020-08-24,33.0,0.0
Northern Territory,Australia,2020-08-25,33.0,0.0
Northern Territory,Australia,2020-08-26,33.0,0.0
Northern Territory,Australia,2020-08-27,33.0,0.0
Northern Territory,Australia,2020-08-28,33.0,0.0
Northern Territory,Australia,2020-08-29,33.0,0.0
Northern Territory,Australia,2020-08-30,33.0,0.0
Northern Territory,Australia,2020-08-31,33.0,0.0
Northern Territory,Australia,2020-09-01,33.0,0.0
Northern Territory,Australia,2020-09-02,33.0,0.0
Northern Territory,Australia,2020-09-03,33.0,0.0
Northern Territory,Australia,2020-09-04,33.0,0.0
Northern Territory,Australia,2020-09-05,33.0,0.0
Northern Territory,Australia,2020-09-06,33.0,0.0
Northern Territory,Australia,2020-09-07,33.0,0.0
Northern Territory,Australia,2020-09-08,33.0,0.0
Northern Territory,Australia,2020-09-09,33.0,0.0
Northern Territory,Australia,2020-09-10,33.0,0.0
Northern Territory,Australia,2020-09-11,33.0,0.0
Northern Territory,Australia,2020-09-12,33.0,0.0
Northern Territory,Australia,2020-09-13,33.0,0.0
Northern Territory,Australia,2020-09-14,33.0,0.0
Northern Territory,Australia,2020-09-15,33.0,0.0
Northern Territory,Australia,2020-09-16,33.0,0.0
Northern Territory,Australia,2020-09-17,33.0,0.0
Northern Territory,Australia,2020-09-18,33.0,0.0
Northern Territory,Australia,2020-09-19,33.0,0.0
Northern Territory,Australia,2020-09-20,33.0,0.0
Northern Territory,Australia,2020-09-21,33.0,0.0
Northern Territory,Australia,2020-09-22,33.0,0.0
Northern Territory,Australia,2020-09-23,33.0,0.0
Northern Territory,Australia,2020-09-24,33.0,0.0
Northern Territory,Australia,2020-09-25,33.0,0.0
Northern Territory,Australia,2020-09-26,33.0,0.0
Northern Territory,Australia,2020-09-27,33.0,0.0
Northern Territory,Australia,2020-09-28,33.0,0.0
Northern Territory,Australia,2020-09-29,33.0,0.0
Northern Territory,Australia,2020-09-30,33.0,0.0
Northern Territory,Australia,2020-10-01,33.0,0.0
Northern Territory,Australia,2020-10-02,33.0,0.0
Northern Territory,Australia,2020-10-03,33.0,0.0
Northern Territory,Australia,2020-10-04,33.0,0.0
Northern Territory,Australia,2020-10-05,33.0,0.0
Northern Territory,Australia,2020-10-06,33.0,0.0
Northern Territory,Australia,2020-10-07,33.0,0.0
Northern Territory,Australia,2020-10-08,33.0,0.0
Northern Territory,Australia,2020-10-09,33.0,0.0
Northern Territory,Australia,2020-10-10,33.0,0.0
Northern Territory,Australia,2020-10-11,33.0,0.0
Northern Territory,Australia,2020-10-12,33.0,0.0
Northern Territory,Australia,2020-10-13,33.0,0.0
Northern Territory,Australia,2020-10-14,33.0,0.0
Queensland,Australia,2020-01-22,0.0,0.0
Queensland,Australia,2020-01-23,0.0,0.0
Queensland,Australia,2020-01-24,0.0,0.0
Queensland,Australia,2020-01-25,0.0,0.0
Queensland,Australia,2020-01-26,0.0,0.0
Queensland,Australia,2020-01-27,0.0,0.0
Queensland,Australia,2020-01-28,0.0,0.0
Queensland,Australia,2020-01-29,1.0,0.0
Queensland,Australia,2020-01-30,3.0,0.0
Queensland,Australia,2020-01-31,2.0,0.0
Queensland,Australia,2020-02-01,3.0,0.0
Queensland,Australia,2020-02-02,2.0,0.0
Queensland,Australia,2020-02-03,2.0,0.0
Queensland,Australia,2020-02-04,3.0,0.0
Queensland,Australia,2020-02-05,3.0,0.0
Queensland,Australia,2020-02-06,4.0,0.0
Queensland,Australia,2020-02-07,5.0,0.0
Queensland,Australia,2020-02-08,5.0,0.0
Queensland,Australia,2020-02-09,5.0,0.0
Queensland,Australia,2020-02-10,5.0,0.0
Queensland,Australia,2020-02-11,5.0,0.0
Queensland,Australia,2020-02-12,5.0,0.0
Queensland,Australia,2020-02-13,5.0,0.0
Queensland,Australia,2020-02-14,5.0,0.0
Queensland,Australia,2020-02-15,5.0,0.0
Queensland,Australia,2020-02-16,5.0,0.0
Queensland,Australia,2020-02-17,5.0,0.0
Queensland,Australia,2020-02-18,5.0,0.0
Queensland,Australia,2020-02-19,5.0,0.0
Queensland,Australia,2020-02-20,5.0,0.0
Queensland,Australia,2020-02-21,5.0,0.0
Queensland,Australia,2020-02-22,5.0,0.0
Queensland,Australia,2020-02-23,5.0,0.0
Queensland,Australia,2020-02-24,5.0,0.0
Queensland,Australia,2020-02-25,5.0,0.0
Queensland,Australia,2020-02-26,5.0,0.0
Queensland,Australia,2020-02-27,5.0,0.0
Queensland,Australia,2020-02-28,5.0,0.0
Queensland,Australia,2020-02-29,9.0,0.0
Queensland,Australia,2020-03-01,9.0,0.0
Queensland,Australia,2020-03-02,9.0,0.0
Queensland,Australia,2020-03-03,11.0,0.0
Queensland,Australia,2020-03-04,11.0,0.0
Queensland,Australia,2020-03-05,13.0,0.0
Queensland,Australia,2020-03-06,13.0,0.0
Queensland,Australia,2020-03-07,13.0,0.0
Queensland,Australia,2020-03-08,15.0,0.0
Queensland,Australia,2020-03-09,15.0,0.0
Queensland,Australia,2020-03-10,18.0,0.0
Queensland,Australia,2020-03-11,20.0,0.0
Queensland,Australia,2020-03-12,20.0,0.0
Queensland,Australia,2020-03-13,35.0,0.0
Queensland,Australia,2020-03-14,46.0,0.0
Queensland,Australia,2020-03-15,61.0,0.0
Queensland,Australia,2020-03-16,68.0,0.0
Queensland,Australia,2020-03-17,78.0,0.0
Queensland,Australia,2020-03-18,94.0,0.0
Queensland,Australia,2020-03-19,144.0,0.0
Queensland,Australia,2020-03-20,184.0,0.0
Queensland,Australia,2020-03-21,221.0,0.0
Queensland,Australia,2020-03-22,259.0,0.0
Queensland,Australia,2020-03-23,319.0,0.0
Queensland,Australia,2020-03-24,397.0,0.0
Queensland,Australia,2020-03-25,443.0,0.0
Queensland,Australia,2020-03-26,493.0,1.0
Queensland,Australia,2020-03-27,555.0,1.0
Queensland,Australia,2020-03-28,625.0,1.0
Queensland,Australia,2020-03-29,656.0,2.0
Queensland,Australia,2020-03-30,689.0,2.0
Queensland,Australia,2020-03-31,743.0,2.0
Queensland,Australia,2020-04-01,781.0,2.0
Queensland,Australia,2020-04-02,835.0,4.0
Queensland,Australia,2020-04-03,873.0,4.0
Queensland,Australia,2020-04-04,900.0,4.0
Queensland,Australia,2020-04-05,907.0,4.0
Queensland,Australia,2020-04-06,921.0,4.0
Queensland,Australia,2020-04-07,934.0,4.0
Queensland,Australia,2020-04-08,943.0,4.0
Queensland,Australia,2020-04-09,953.0,4.0
Queensland,Australia,2020-04-10,965.0,4.0
Queensland,Australia,2020-04-11,974.0,5.0
Queensland,Australia,2020-04-12,983.0,5.0
Queensland,Australia,2020-04-13,987.0,5.0
Queensland,Australia,2020-04-14,998.0,5.0
Queensland,Australia,2020-04-15,999.0,5.0
Queensland,Australia,2020-04-16,1001.0,5.0
Queensland,Australia,2020-04-17,1007.0,5.0
Queensland,Australia,2020-04-18,1015.0,6.0
Queensland,Australia,2020-04-19,1019.0,6.0
Queensland,Australia,2020-04-20,1019.0,6.0
Queensland,Australia,2020-04-21,1024.0,6.0
Queensland,Australia,2020-04-22,1024.0,6.0
Queensland,Australia,2020-04-23,1026.0,6.0
Queensland,Australia,2020-04-24,1026.0,6.0
Queensland,Australia,2020-04-25,1026.0,6.0
Queensland,Australia,2020-04-26,1030.0,6.0
Queensland,Australia,2020-04-27,1033.0,6.0
Queensland,Australia,2020-04-28,1034.0,6.0
Queensland,Australia,2020-04-29,1033.0,6.0
Queensland,Australia,2020-04-30,1033.0,6.0
Queensland,Australia,2020-05-01,1034.0,6.0
Queensland,Australia,2020-05-02,1035.0,6.0
Queensland,Australia,2020-05-03,1038.0,6.0
Queensland,Australia,2020-05-04,1043.0,6.0
Queensland,Australia,2020-05-05,1043.0,6.0
Queensland,Australia,2020-05-06,1045.0,6.0
Queensland,Australia,2020-05-07,1045.0,6.0
Queensland,Australia,2020-05-08,1045.0,6.0
Queensland,Australia,2020-05-09,1045.0,6.0
Queensland,Australia,2020-05-10,1045.0,6.0
Queensland,Australia,2020-05-11,1051.0,6.0
Queensland,Australia,2020-05-12,1052.0,6.0
Queensland,Australia,2020-05-13,1051.0,6.0
Queensland,Australia,2020-05-14,1054.0,6.0
Queensland,Australia,2020-05-15,1055.0,6.0
Queensland,Australia,2020-05-16,1055.0,6.0
Queensland,Australia,2020-05-17,1057.0,6.0
Queensland,Australia,2020-05-18,1057.0,6.0
Queensland,Australia,2020-05-19,1058.0,6.0
Queensland,Australia,2020-05-20,1058.0,6.0
Queensland,Australia,2020-05-21,1058.0,6.0
Queensland,Australia,2020-05-22,1060.0,6.0
Queensland,Australia,2020-05-23,1061.0,6.0
Queensland,Australia,2020-05-24,1056.0,6.0
Queensland,Australia,2020-05-25,1057.0,6.0
Queensland,Australia,2020-05-26,1058.0,7.0
Queensland,Australia,2020-05-27,1058.0,7.0
Queensland,Australia,2020-05-28,1058.0,7.0
Queensland,Australia,2020-05-29,1058.0,7.0
Queensland,Australia,2020-05-30,1058.0,7.0
Queensland,Australia,2020-05-31,1058.0,7.0
Queensland,Australia,2020-06-01,1059.0,6.0
Queensland,Australia,2020-06-02,1059.0,6.0
Queensland,Australia,2020-06-03,1060.0,6.0
Queensland,Australia,2020-06-04,1060.0,6.0
Queensland,Australia,2020-06-05,1061.0,6.0
Queensland,Australia,2020-06-06,1061.0,6.0
Queensland,Australia,2020-06-07,1062.0,6.0
Queensland,Australia,2020-06-08,1062.0,6.0
Queensland,Australia,2020-06-09,1062.0,6.0
Queensland,Australia,2020-06-10,1063.0,6.0
Queensland,Australia,2020-06-11,1064.0,6.0
Queensland,Australia,2020-06-12,1065.0,6.0
Queensland,Australia,2020-06-13,1065.0,6.0
Queensland,Australia,2020-06-14,1065.0,6.0
Queensland,Australia,2020-06-15,1065.0,6.0
Queensland,Australia,2020-06-16,1066.0,6.0
Queensland,Australia,2020-06-17,1066.0,6.0
Queensland,Australia,2020-06-18,1066.0,6.0
Queensland,Australia,2020-06-19,1066.0,6.0
Queensland,Australia,2020-06-20,1066.0,6.0
Queensland,Australia,2020-06-21,1066.0,6.0
Queensland,Australia,2020-06-22,1066.0,6.0
Queensland,Australia,2020-06-23,1066.0,6.0
Queensland,Australia,2020-06-24,1066.0,6.0
Queensland,Australia,2020-06-25,1067.0,6.0
Queensland,Australia,2020-06-26,1067.0,6.0
Queensland,Australia,2020-06-27,1067.0,6.0
Queensland,Australia,2020-06-28,1067.0,6.0
Queensland,Australia,2020-06-29,1067.0,6.0
Queensland,Australia,2020-06-30,1067.0,6.0
Queensland,Australia,2020-07-01,1067.0,6.0
Queensland,Australia,2020-07-02,1067.0,6.0
Queensland,Australia,2020-07-03,1067.0,6.0
Queensland,Australia,2020-07-04,1067.0,6.0
Queensland,Australia,2020-07-05,1067.0,6.0
Queensland,Australia,2020-07-06,1068.0,6.0
Queensland,Australia,2020-07-07,1068.0,6.0
Queensland,Australia,2020-07-08,1068.0,6.0
Queensland,Australia,2020-07-09,1068.0,6.0
Queensland,Australia,2020-07-10,1070.0,6.0
Queensland,Australia,2020-07-11,1070.0,6.0
Queensland,Australia,2020-07-12,1071.0,6.0
Queensland,Australia,2020-07-13,1071.0,6.0
Queensland,Australia,2020-07-14,1071.0,6.0
Queensland,Australia,2020-07-15,1071.0,6.0
Queensland,Australia,2020-07-16,1071.0,6.0
Queensland,Australia,2020-07-17,1071.0,6.0
Queensland,Australia,2020-07-18,1071.0,6.0
Queensland,Australia,2020-07-19,1072.0,6.0
Queensland,Australia,2020-07-20,1072.0,6.0
Queensland,Australia,2020-07-21,1073.0,6.0
Queensland,Australia,2020-07-22,1074.0,6.0
Queensland,Australia,2020-07-23,1076.0,6.0
Queensland,Australia,2020-07-24,1076.0,6.0
Queensland,Australia,2020-07-25,1076.0,6.0
Queensland,Australia,2020-07-26,1076.0,6.0
Queensland,Australia,2020-07-27,1076.0,6.0
Queensland,Australia,2020-07-28,1078.0,6.0
Queensland,Australia,2020-07-29,1082.0,6.0
Queensland,Australia,2020-07-30,1083.0,6.0
Queensland,Australia,2020-07-31,1084.0,6.0
Queensland,Australia,2020-08-01,1085.0,6.0
Queensland,Australia,2020-08-02,1085.0,6.0
Queensland,Australia,2020-08-03,1085.0,6.0
Queensland,Australia,2020-08-04,1088.0,6.0
Queensland,Australia,2020-08-05,1088.0,6.0
Queensland,Australia,2020-08-06,1087.0,6.0
Queensland,Australia,2020-08-07,1088.0,6.0
Queensland,Australia,2020-08-08,1088.0,6.0
Queensland,Australia,2020-08-09,1089.0,6.0
Queensland,Australia,2020-08-10,1089.0,6.0
Queensland,Australia,2020-08-11,1089.0,6.0
Queensland,Australia,2020-08-12,1089.0,6.0
Queensland,Australia,2020-08-13,1091.0,6.0
Queensland,Australia,2020-08-14,1091.0,6.0
Queensland,Australia,2020-08-15,1091.0,6.0
Queensland,Australia,2020-08-16,1091.0,6.0
Queensland,Australia,2020-08-17,1091.0,6.0
Queensland,Australia,2020-08-18,1092.0,6.0
Queensland,Australia,2020-08-19,1093.0,6.0
Queensland,Australia,2020-08-20,1094.0,6.0
Queensland,Australia,2020-08-21,1103.0,6.0
Queensland,Australia,2020-08-22,1105.0,6.0
Queensland,Australia,2020-08-23,1106.0,6.0
Queensland,Australia,2020-08-24,1106.0,6.0
Queensland,Australia,2020-08-25,1107.0,6.0
Queensland,Australia,2020-08-26,1110.0,6.0
Queensland,Australia,2020-08-27,1113.0,6.0
Queensland,Australia,2020-08-28,1117.0,6.0
Queensland,Australia,2020-08-29,1121.0,6.0
Queensland,Australia,2020-08-30,1122.0,6.0
Queensland,Australia,2020-08-31,1124.0,6.0
Queensland,Australia,2020-09-01,1126.0,6.0
Queensland,Australia,2020-09-02,1128.0,6.0
Queensland,Australia,2020-09-03,1128.0,6.0
Queensland,Australia,2020-09-04,1129.0,6.0
Queensland,Australia,2020-09-05,1131.0,6.0
Queensland,Australia,2020-09-06,1133.0,6.0
Queensland,Australia,2020-09-07,1134.0,6.0
Queensland,Australia,2020-09-08,1143.0,6.0
Queensland,Australia,2020-09-09,1143.0,6.0
Queensland,Australia,2020-09-10,1145.0,6.0
Queensland,Australia,2020-09-11,1149.0,6.0
Queensland,Australia,2020-09-12,1149.0,6.0
Queensland,Australia,2020-09-13,1149.0,6.0
Queensland,Australia,2020-09-14,1150.0,6.0
Queensland,Australia,2020-09-15,1149.0,6.0
Queensland,Australia,2020-09-16,1150.0,6.0
Queensland,Australia,2020-09-17,1150.0,6.0
Queensland,Australia,2020-09-18,1150.0,6.0
Queensland,Australia,2020-09-19,1152.0,6.0
Queensland,Australia,2020-09-20,1153.0,6.0
Queensland,Australia,2020-09-21,1153.0,6.0
Queensland,Australia,2020-09-22,1153.0,6.0
Queensland,Australia,2020-09-23,1153.0,6.0
Queensland,Australia,2020-09-24,1153.0,6.0
Queensland,Australia,2020-09-25,1156.0,6.0
Queensland,Australia,2020-09-26,1157.0,6.0
Queensland,Australia,2020-09-27,1157.0,6.0
Queensland,Australia,2020-09-28,1157.0,6.0
Queensland,Australia,2020-09-29,1157.0,6.0
Queensland,Australia,2020-09-30,1157.0,6.0
Queensland,Australia,2020-10-01,1160.0,6.0
Queensland,Australia,2020-10-02,1160.0,6.0
Queensland,Australia,2020-10-03,1160.0,6.0
Queensland,Australia,2020-10-04,1160.0,6.0
Queensland,Australia,2020-10-05,1160.0,6.0
Queensland,Australia,2020-10-06,1160.0,6.0
Queensland,Australia,2020-10-07,1160.0,6.0
Queensland,Australia,2020-10-08,1160.0,6.0
Queensland,Australia,2020-10-09,1161.0,6.0
Queensland,Australia,2020-10-10,1161.0,6.0
Queensland,Australia,2020-10-11,1161.0,6.0
Queensland,Australia,2020-10-12,1161.0,6.0
Queensland,Australia,2020-10-13,1161.0,6.0
Queensland,Australia,2020-10-14,1162.0,6.0
South Australia,Australia,2020-01-22,0.0,0.0
South Australia,Australia,2020-01-23,0.0,0.0
South Australia,Australia,2020-01-24,0.0,0.0
South Australia,Australia,2020-01-25,0.0,0.0
South Australia,Australia,2020-01-26,0.0,0.0
South Australia,Australia,2020-01-27,0.0,0.0
South Australia,Australia,2020-01-28,0.0,0.0
South Australia,Australia,2020-01-29,0.0,0.0
South Australia,Australia,2020-01-30,0.0,0.0
South Australia,Australia,2020-01-31,0.0,0.0
South Australia,Australia,2020-02-01,1.0,0.0
South Australia,Australia,2020-02-02,2.0,0.0
South Australia,Australia,2020-02-03,2.0,0.0
South Australia,Australia,2020-02-04,2.0,0.0
South Australia,Australia,2020-02-05,2.0,0.0
South Australia,Australia,2020-02-06,2.0,0.0
South Australia,Australia,2020-02-07,2.0,0.0
South Australia,Australia,2020-02-08,2.0,0.0
South Australia,Australia,2020-02-09,2.0,0.0
South Australia,Australia,2020-02-10,2.0,0.0
South Australia,Australia,2020-02-11,2.0,0.0
South Australia,Australia,2020-02-12,2.0,0.0
South Australia,Australia,2020-02-13,2.0,0.0
South Australia,Australia,2020-02-14,2.0,0.0
South Australia,Australia,2020-02-15,2.0,0.0
South Australia,Australia,2020-02-16,2.0,0.0
South Australia,Australia,2020-02-17,2.0,0.0
South Australia,Australia,2020-02-18,2.0,0.0
South Australia,Australia,2020-02-19,2.0,0.0
South Australia,Australia,2020-02-20,2.0,0.0
South Australia,Australia,2020-02-21,2.0,0.0
South Australia,Australia,2020-02-22,2.0,0.0
South Australia,Australia,2020-02-23,2.0,0.0
South Australia,Australia,2020-02-24,2.0,0.0
South Australia,Australia,2020-02-25,2.0,0.0
South Australia,Australia,2020-02-26,2.0,0.0
South Australia,Australia,2020-02-27,2.0,0.0
South Australia,Australia,2020-02-28,2.0,0.0
South Australia,Australia,2020-02-29,3.0,0.0
South Australia,Australia,2020-03-01,3.0,0.0
South Australia,Australia,2020-03-02,3.0,0.0
South Australia,Australia,2020-03-03,3.0,0.0
South Australia,Australia,2020-03-04,5.0,0.0
South Australia,Australia,2020-03-05,5.0,0.0
South Australia,Australia,2020-03-06,7.0,0.0
South Australia,Australia,2020-03-07,7.0,0.0
South Australia,Australia,2020-03-08,7.0,0.0
South Australia,Australia,2020-03-09,7.0,0.0
South Australia,Australia,2020-03-10,7.0,0.0
South Australia,Australia,2020-03-11,9.0,0.0
South Australia,Australia,2020-03-12,9.0,0.0
South Australia,Australia,2020-03-13,16.0,0.0
South Australia,Australia,2020-03-14,19.0,0.0
South Australia,Australia,2020-03-15,20.0,0.0
South Australia,Australia,2020-03-16,29.0,0.0
South Australia,Australia,2020-03-17,29.0,0.0
South Australia,Australia,2020-03-18,37.0,0.0
South Australia,Australia,2020-03-19,42.0,0.0
South Australia,Australia,2020-03-20,50.0,0.0
South Australia,Australia,2020-03-21,67.0,0.0
South Australia,Australia,2020-03-22,100.0,0.0
South Australia,Australia,2020-03-23,134.0,0.0
South Australia,Australia,2020-03-24,170.0,0.0
South Australia,Australia,2020-03-25,170.0,0.0
South Australia,Australia,2020-03-26,235.0,0.0
South Australia,Australia,2020-03-27,257.0,0.0
South Australia,Australia,2020-03-28,287.0,0.0
South Australia,Australia,2020-03-29,299.0,0.0
South Australia,Australia,2020-03-30,305.0,0.0
South Australia,Australia,2020-03-31,337.0,0.0
South Australia,Australia,2020-04-01,367.0,0.0
South Australia,Australia,2020-04-02,367.0,0.0
South Australia,Australia,2020-04-03,396.0,0.0
South Australia,Australia,2020-04-04,407.0,0.0
South Australia,Australia,2020-04-05,407.0,0.0
South Australia,Australia,2020-04-06,411.0,0.0
South Australia,Australia,2020-04-07,411.0,1.0
South Australia,Australia,2020-04-08,415.0,2.0
South Australia,Australia,2020-04-09,420.0,3.0
South Australia,Australia,2020-04-10,428.0,3.0
South Australia,Australia,2020-04-11,429.0,3.0
South Australia,Australia,2020-04-12,429.0,4.0
South Australia,Australia,2020-04-13,429.0,4.0
South Australia,Australia,2020-04-14,433.0,4.0
South Australia,Australia,2020-04-15,433.0,4.0
South Australia,Australia,2020-04-16,433.0,4.0
South Australia,Australia,2020-04-17,435.0,4.0
South Australia,Australia,2020-04-18,435.0,4.0
South Australia,Australia,2020-04-19,435.0,4.0
South Australia,Australia,2020-04-20,435.0,4.0
South Australia,Australia,2020-04-21,437.0,4.0
South Australia,Australia,2020-04-22,438.0,4.0
South Australia,Australia,2020-04-23,438.0,4.0
South Australia,Australia,2020-04-24,438.0,4.0
South Australia,Australia,2020-04-25,438.0,4.0
South Australia,Australia,2020-04-26,438.0,4.0
South Australia,Australia,2020-04-27,438.0,4.0
South Australia,Australia,2020-04-28,438.0,4.0
South Australia,Australia,2020-04-29,438.0,4.0
South Australia,Australia,2020-04-30,438.0,4.0
South Australia,Australia,2020-05-01,438.0,4.0
South Australia,Australia,2020-05-02,438.0,4.0
South Australia,Australia,2020-05-03,438.0,4.0
South Australia,Australia,2020-05-04,438.0,4.0
South Australia,Australia,2020-05-05,438.0,4.0
South Australia,Australia,2020-05-06,438.0,4.0
South Australia,Australia,2020-05-07,439.0,4.0
South Australia,Australia,2020-05-08,439.0,4.0
South Australia,Australia,2020-05-09,439.0,4.0
South Australia,Australia,2020-05-10,439.0,4.0
South Australia,Australia,2020-05-11,439.0,4.0
South Australia,Australia,2020-05-12,439.0,4.0
South Australia,Australia,2020-05-13,439.0,4.0
South Australia,Australia,2020-05-14,439.0,4.0
South Australia,Australia,2020-05-15,439.0,4.0
South Australia,Australia,2020-05-16,439.0,4.0
South Australia,Australia,2020-05-17,439.0,4.0
South Australia,Australia,2020-05-18,439.0,4.0
South Australia,Australia,2020-05-19,439.0,4.0
South Australia,Australia,2020-05-20,439.0,4.0
South Australia,Australia,2020-05-21,439.0,4.0
South Australia,Australia,2020-05-22,439.0,4.0
South Australia,Australia,2020-05-23,439.0,4.0
South Australia,Australia,2020-05-24,439.0,4.0
South Australia,Australia,2020-05-25,439.0,4.0
South Australia,Australia,2020-05-26,440.0,4.0
South Australia,Australia,2020-05-27,440.0,4.0
South Australia,Australia,2020-05-28,440.0,4.0
South Australia,Australia,2020-05-29,440.0,4.0
South Australia,Australia,2020-05-30,440.0,4.0
South Australia,Australia,2020-05-31,440.0,4.0
South Australia,Australia,2020-06-01,440.0,4.0
South Australia,Australia,2020-06-02,440.0,4.0
South Australia,Australia,2020-06-03,440.0,4.0
South Australia,Australia,2020-06-04,440.0,4.0
South Australia,Australia,2020-06-05,440.0,4.0
South Australia,Australia,2020-06-06,440.0,4.0
South Australia,Australia,2020-06-07,440.0,4.0
South Australia,Australia,2020-06-08,440.0,4.0
South Australia,Australia,2020-06-09,440.0,4.0
South Australia,Australia,2020-06-10,440.0,4.0
South Australia,Australia,2020-06-11,440.0,4.0
South Australia,Australia,2020-06-12,440.0,4.0
South Australia,Australia,2020-06-13,440.0,4.0
South Australia,Australia,2020-06-14,440.0,4.0
South Australia,Australia,2020-06-15,440.0,4.0
South Australia,Australia,2020-06-16,440.0,4.0
South Australia,Australia,2020-06-17,440.0,4.0
South Australia,Australia,2020-06-18,440.0,4.0
South Australia,Australia,2020-06-19,440.0,4.0
South Australia,Australia,2020-06-20,440.0,4.0
South Australia,Australia,2020-06-21,440.0,4.0
South Australia,Australia,2020-06-22,440.0,4.0
South Australia,Australia,2020-06-23,440.0,4.0
